post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
VivacityPsych Inc.,vivacitypsych-inc-stafford-va,publish,gd_place,Therapist,"VivacityPsych Inc. (MD/Psychiatrist) in Stafford, VA. Specializes in Anger Management. Accepts Anthem, Cigna, Humana and 7 more. Currently accepting new patients.","235 Garrisonville Rd Ste 201, Stafford, VA 22554",Stafford,VA,22554,US,38.4723749,-77.4171861,(540) 254-7899,,https://www.vivacitypsych.com,,235 Garrisonville Rd STE 201,MD/Psychiatrist,,VA,,Anger Management,"Anthem, Cigna, Humana, Medicaid, Medicare, MultiPlan, Oxford Health, PHCS, Sentara Health Plans, UnitedHealthcare",Unknown,,,,Unknown,,Yes,,,,,,,ms. Our comprehensive approach considers all aspects of your health and wellbeing,,5.0,32,2026-02-18,outscraper,enriched_full
"Brooklyn Psychotherapy, LCSW, PC",brooklyn-psychotherapy-lcsw-pc-brooklyn-ny,publish,gd_place,Therapist,"Brooklyn Psychotherapy, LCSW, PC (LCSW) in Brooklyn, NY. Specializes in Child/Adolescent, Depression. Telehealth available.","705 Manhattan Ave, Brooklyn, Ny 11222",Brooklyn,NY,11222,US,40.7256305,-73.95206569999999,,,http://www.brooklynpsychotherapy.com,,705 Manhattan Ave,LCSW,,NY,,"Child/Adolescent, Depression",,Yes,,,,Yes - Video,,Unknown,,,,,,,,,4.4,30,2026-02-18,outscraper,enriched_basic
NYU School of Medicine - Department of Psychiatry,nyu-school-of-medicine-department-of-psychiatry-new-york-ny,publish,gd_place,Therapist,"NYU School of Medicine - Department of Psychiatry (MD/Psychiatrist) in New York, NY.","One, Park Ave, New York, Ny 10016",New York,NY,10016,US,40.7459537,-73.98177059999999,,,,,"One, Park Ave",MD/Psychiatrist,,NY,,,,,,,,,,,,,,,,,,,5.0,1,2026-02-18,outscraper,cleaned
"Virginia Kelly Arlt Mutch, Ph.D.",virginia-kelly-arlt-mutch-phd-new-york-ny,publish,gd_place,Therapist,"Virginia Kelly Arlt Mutch, Ph.D. (PhD) in New York, NY. Specializes in Anger Management, LGBTQ+. Accepts UnitedHealthcare.","240 E 69Th St, New York, Ny 10065",New York,NY,10065,US,40.7669452,-73.96055799999999,(646) 962-6946,,https://weillcornell.org/virginia-kelly-arlt-mutch-phd%3Futm_source%3Dyextgmb%26utm_medium%3Dorganic%26utm_campaign%3Dyext_doctor_listings,,240 E 69th St,PhD,,NY,,"Anger Management, LGBTQ+",UnitedHealthcare,Unknown,,,,Unknown,,Unknown,,,,,,,](https://weillcornell.org/patient-education); ](https://weillcornell.org/patient-education)toggle patient education menu options; /e-newsletter-signup),,,0,2026-02-18,outscraper,enriched_full
"Dr. Diane L. Stone, MD",dr-diane-l-stone-md-new-york-ny,publish,gd_place,Therapist,"Dr. Diane L. Stone, MD (MD/Psychiatrist) in New York, NY.","423 E 23Rd St, New York, Ny 10010",New York,NY,10010,US,40.7364685,-73.9769477,(212) 686-7500,,http://www.nyharbor.va.gov,,423 E 23rd St,MD/Psychiatrist,,NY,,,,Unknown,67.0,67.0,,Unknown,,Unknown,,,,,,,ms are deeply experienced and guided by the needs of Veterans,,,0,2026-02-18,outscraper,enriched_basic
Blue Ridge Behavioral Health Associates,blue-ridge-behavioral-health-associates-purcellville-va,publish,gd_place,Therapist,"Blue Ridge Behavioral Health Associates (MD/Psychiatrist) in Purcellville, VA. Specializes in ADHD, Anxiety, Child/Adolescent, Depression, Family. Accepts Aetna, CareFirst, Cigna and 2 more.","17337 Pickwick Dr Suite D, Purcellville, VA 20132",Purcellville,VA,20132,US,39.1364251,-77.69685969999999,(540) 930-0674,,https://www.blueridgebha.com,,17337 Pickwick Dr Suite D,MD/Psychiatrist,,VA,,"ADHD, Anxiety, Child/Adolescent, Depression, Family, Life Transitions, Stress Management","Aetna, CareFirst, Cigna, Tricare, UnitedHealthcare",Unknown,,,,Unknown,,Unknown,,,,,,,"ms. 
Whether this is your first time seeking mental health care; ms. 
## OUR Approach",,4.7,13,2026-02-18,outscraper,enriched_full
Family Psychiatric Associates,family-psychiatric-associates-woodbridge-va,publish,gd_place,Therapist,"Family Psychiatric Associates (MD/Psychiatrist) in Woodbridge, VA.","4343 A Ridgewood Center Dr, Woodbridge, VA 22192",Woodbridge,VA,22192,US,38.6731271,-77.33958109999999,(202) 374-1012,,,,4343 A Ridgewood Center Dr,MD/Psychiatrist,,VA,,,,,,,,,,,,,,,,,,,4.3,127,2026-02-18,outscraper,cleaned
"Virginia Contreras, MD",virginia-contreras-md-bronx-ny,publish,gd_place,Therapist,"Virginia Contreras, MD (MD/Psychiatrist) in Bronx, NY.","500 E Tremont Ave, Bronx, Ny 10457",Bronx,NY,10457,US,40.8466156,-73.89698829999999,(347) 879-7334,,http://doctoracontreras.com,,500 E Tremont Ave,MD/Psychiatrist,,NY,,,,Unknown,,,,Unknown,,Unknown,,,,,,,"M.D. Dr. Virginia Contreras; M.D. ](https://doctoracontreras.com/ ""Dr. Virginia Contreras; M.D. offers compassionate care for mental health disorders",,4.4,31,2026-02-18,outscraper,enriched_basic
Integral Psychiatric Care PLLC,integral-psychiatric-care-pllc-reston-va,publish,gd_place,Therapist,"Integral Psychiatric Care PLLC (MD/Psychiatrist) in Reston, VA. Specializes in ADHD, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent. Accepts Aetna, Anthem, BlueCross BlueShield and 3 more. Telehealth available. Currently accepting new patients.","1768 Business Center Dr Ste 360, Reston, VA 20190",Reston,VA,20190,US,38.9499412,-77.3267852,(703) 991-0564,,https://integralpsychiatriccare.com,,1768 Business Center Dr STE 360,MD/Psychiatrist,,VA,,"ADHD, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Depression, OCD, PTSD/Trauma, Sleep Issues, Stress Management","Aetna, Anthem, BlueCross BlueShield, CareFirst, Cigna, UnitedHealthcare",Unknown,,,,Yes - Video,,Yes,,,,,,,ma ](https://integralpsychiatriccare.com/trauma-ptsd/); ma and regain control over your life; M.D. — recognized as one of the **_Washingtonian Magazine’s_ Top Doctors in Psychiatry for 2024 & 2025**,,5.0,15,2026-02-18,outscraper,enriched_full
Godaelli Psychiatry and Mental Health Center,godaelli-psychiatry-and-mental-health-center-mclean-va,publish,gd_place,Therapist,"Godaelli Psychiatry and Mental Health Center (MD/Psychiatrist) in McLean, VA. Specializes in ADHD, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent. Telehealth available.","1765 Greensboro Station Pl 9Th Floor, Mclean, VA 22102",McLean,VA,22102,US,38.9220085,-77.233263,(703) 870-0738,,https://godaellimentalhealth.com,,1765 Greensboro Station Pl 9th floor,MD/Psychiatrist,,VA,,"ADHD, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Depression, Grief, OCD, PTSD/Trauma, Perinatal/Postpartum, Stress Management",,Unknown,,,,Yes - Video,,Unknown,,,,,,,. got the job that hopefully will lead to financial stability and growth…; ma Oduro  PMHNP-BC,,5.0,6,2026-02-18,outscraper,enriched_basic
"Dr. Eddie Yang, MD",dr-eddie-yang-md-new-york-ny,publish,gd_place,Therapist,"Dr. Eddie Yang, MD (MD/Psychiatrist) in New York, NY.","11 E Broadway, New York, Ny 10038",New York,NY,10038,US,40.7133318,-73.9974529,(212) 374-1103,,http://eddieyangmd.com,,11 E Broadway,MD/Psychiatrist,,NY,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,4.7,44,2026-02-18,outscraper,enriched_basic
Grace Health Services,grace-health-services-stafford-va,publish,gd_place,Therapist,"Grace Health Services (MD/Psychiatrist) in Stafford, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Anthem, BlueCross BlueShield, Cigna and 7 more. Telehealth available. Currently accepting new patients.","188 Onville Rd, Stafford, VA 22556",Stafford,VA,22556,US,38.4852952,-77.4281304,(888) 887-6867,,https://www.gracehealth-services.com,,188 Onville Rd,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Depression, Family, OCD, PTSD/Trauma, Sleep Issues, Stress Management","Anthem, BlueCross BlueShield, Cigna, Humana, Johns Hopkins EHP, Medicare, Oxford Health, Sentara Health Plans, Tricare, Virginia Premier",Unknown,,,,Yes - Video,,Yes,,,,,,,ma Disorders](https://www.gracehealth-services.com/ptsd); BS  insurance logo | Psychiatric Services at Grace Health Services](https://static.wixstatic.com/media/1; ma health  insurance logo | Psychiatric Services at Grace Health Services](https://static.wixstatic.com,,4.2,145,2026-02-18,outscraper,enriched_full
"Adult Psychiatry(David B. Brozyna, M.D.) Forensic/Guardianship Evaluations, Polski Psychiatra",adult-psychiatrydavid-b-brozyna-md-forensicguardianship-evaluations-polski-psychiatra-rutherford-nj,publish,gd_place,Therapist,"Adult Psychiatry(David B. Brozyna, M.D.) Forensic/Guardianship Evaluations, Polski Psychiatra (MD/Psychiatrist) in Rutherford, NJ.","85 Orient Wy 1St Fl, Rutherford, Nj 07070",Rutherford,NJ,07070,US,40.8251524,-74.1021116,(201) 939-5500,,,,85 Orient Wy 1st Fl,MD/Psychiatrist,,NJ,,,,,,,,,,,,,,,,,,,5.0,6,2026-02-18,outscraper,cleaned
South Chesapeake Psychiatry,south-chesapeake-psychiatry-chesapeake-va,publish,gd_place,Therapist,"South Chesapeake Psychiatry (MD/Psychiatrist) in Chesapeake, VA. Specializes in ADHD, Anxiety, Bipolar Disorder, Chronic Illness, Depression. Accepts Out-of-Network, Self-Pay Only. Telehealth available. Currently accepting new patients.","200 Carmichael Way #604, Chesapeake, VA 23322",Chesapeake,VA,23322,US,36.6599304,-76.2315351,(757) 908-2124,,https://southchesapeakepsychiatry.com,,200 Carmichael Way #604,MD/Psychiatrist,,VA,,"ADHD, Anxiety, Bipolar Disorder, Chronic Illness, Depression, Stress Management","Out-of-Network, Self-Pay Only",Unknown,300.0,300.0,,Yes - Video,,Yes,,,,,,,al resources; ms and create a treatment plan that meets your needs. Psychiatric Evaluation ](https://www.southchesape; ms and get a professional diagnosis. This first session costs $300 and can be done virtually or in-pers,,4.9,116,2026-02-18,outscraper,enriched_full
Rapaport Charmaine K MD,rapaport-charmaine-k-md-new-york-ny,publish,gd_place,Therapist,"Rapaport Charmaine K MD (MD/Psychiatrist) in New York, NY.","423 E 23Rd St, New York, Ny 10010",New York,NY,10010,US,40.7364685,-73.9769477,(212) 686-7500,,http://www.nyharbor.va.gov,,423 E 23rd St,MD/Psychiatrist,,NY,,,,Unknown,67.0,67.0,,Unknown,,Unknown,,,,,,,ms are deeply experienced and guided by the needs of Veterans,,,0,2026-02-18,outscraper,enriched_basic
"Ashraf Sefain, Psychiatric Nurse Practitioner",ashraf-sefain-psychiatric-nurse-practitioner-gainesville-va,publish,gd_place,Therapist,"Ashraf Sefain, Psychiatric Nurse Practitioner (MD/Psychiatrist) in Gainesville, VA. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","7051 Heathcote Vlg Wy Unit 115, Gainesville, VA 20155",Gainesville,VA,20155,US,38.8045505,-77.60625449999999,(571) 918-9239,,https://lifestance.com/provider/nurse-practitioner/va/gainesville/ashraf-sefain/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dproviders,,7051 Heathcote Vlg Wy Unit 115,MD/Psychiatrist,,VA,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); MA 
  * Michigan; ma 
  * Oregon  ![Open](https://lifestance.com/wp-content/themes/lifestance-ws/dist/images/ico-plus_7357db",,5.0,15,2026-02-18,outscraper,enriched_full
Jasser Ira L MD,jasser-ira-l-md-new-york-ny,publish,gd_place,Therapist,"Jasser Ira L MD (MD/Psychiatrist) in New York, NY.","423 E 23Rd St, New York, Ny 10010",New York,NY,10010,US,40.7371823,-73.9767127,(212) 686-7500,,http://www.nyharbor.va.gov,,423 E 23rd St,MD/Psychiatrist,,NY,,,,Unknown,67.0,67.0,,Unknown,,Unknown,,,,,,,ms are deeply experienced and guided by the needs of Veterans,,,0,2026-02-18,outscraper,enriched_basic
Tidewater Psychotherapy Services,tidewater-psychotherapy-services-virginia-beach-va,publish,gd_place,Therapist,"Tidewater Psychotherapy Services (MD/Psychiatrist) in Virginia Beach, VA. Specializes in Addiction, Child/Adolescent, Couples/Marriage, Family, Grief. Accepts Horizon BCBS.","260 Grayson Rd, Virginia Beach, VA 23462",Virginia Beach,VA,23462,US,36.8323248,-76.1558707,(757) 497-3670,,https://tidewaterpsychotherapy.com,,260 Grayson Rd,MD/Psychiatrist,,VA,,"Addiction, Child/Adolescent, Couples/Marriage, Family, Grief, Life Transitions",Horizon BCBS,Unknown,,,,Unknown,,Unknown,,,CBT,,,,,,5.0,1,2026-02-18,outscraper,enriched_full
"Dc Metro Psychiatry, Pllc",dc-metro-psychiatry-pllc-vienna-va,publish,gd_place,Therapist,"Dc Metro Psychiatry, Pllc (MD/Psychiatrist) in Vienna, VA. Specializes in ADHD, Anxiety, Bipolar Disorder, Depression, Eating Disorders.","8300 Boone Blvd Suite 500, Vienna, VA 22182",Vienna,VA,22182,US,38.9171387,-77.2318533,(703) 848-9206,,https://www.dcmetropsychiatry.com,,8300 Boone Blvd Suite 500,MD/Psychiatrist,,VA,,"ADHD, Anxiety, Bipolar Disorder, Depression, Eating Disorders, Life Transitions, Perinatal/Postpartum, Stress Management",,Unknown,,,,Unknown,,Unknown,,Spanish,"Psychodynamic, Somatic",,,,ms of stress,,5.0,1,2026-02-18,outscraper,enriched_basic
Powerful Minds Psychiatry,powerful-minds-psychiatry-midlothian-va,publish,gd_place,Therapist,"Powerful Minds Psychiatry (MD/Psychiatrist) in Midlothian, VA. Specializes in ADHD, Addiction, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Out-of-Network. Telehealth available.","1507 Huguenot Rd Ste. 204, Midlothian, VA 23113",Midlothian,VA,23113,US,37.5135233,-77.6144549,(800) 771-9811,,http://powerfulmindspsychiatry.com,,1507 Huguenot Rd Ste. 204,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Family, PTSD/Trauma, Sleep Issues, Stress Management",Out-of-Network,Unknown,,,,Yes - Video,Zoom,Waitlist,,,CBT,,,,ma for a balanced mind; ma & Survivors of Domestic Violence**,,5.0,6,2026-02-18,outscraper,enriched_full
"Dr. Marie Weinberger, MD",dr-marie-weinberger-md-new-york-ny,publish,gd_place,Therapist,"Dr. Marie Weinberger, MD (MD/Psychiatrist) in New York, NY.","423 E 23Rd St, New York, Ny 10010",New York,NY,10010,US,40.7364685,-73.9769477,(212) 686-7500,,http://www.nyharbor.va.gov,,423 E 23rd St,MD/Psychiatrist,,NY,,,,Unknown,67.0,67.0,,Unknown,,Unknown,,,,,,,ms are deeply experienced and guided by the needs of Veterans,,,0,2026-02-18,outscraper,enriched_basic
"Dr. Jonathan M. Kane, MD",dr-jonathan-m-kane-md-new-york-ny,publish,gd_place,Therapist,"Dr. Jonathan M. Kane, MD (MD/Psychiatrist) in New York, NY.","423 E 23Rd St, New York, Ny 10010",New York,NY,10010,US,40.7364685,-73.9769477,(212) 686-7500,,http://www.nyharbor.va.gov,,423 E 23rd St,MD/Psychiatrist,,NY,,,,Unknown,67.0,67.0,,Unknown,,Unknown,,,,,,,ms are deeply experienced and guided by the needs of Veterans,,,0,2026-02-18,outscraper,enriched_basic
Tysons Psychiatry,tysons-psychiatry-mclean-va,publish,gd_place,Therapist,"Tysons Psychiatry (MD/Psychiatrist) in McLean, VA.","8357-B Greensboro Dr, Mclean, VA 22102",McLean,VA,22102,US,38.9231976,-77.2283657,(703) 782-4588,,http://www.tysonspsychiatryonline.com,,8357-B Greensboro Dr,MD/Psychiatrist,,VA,,,,Unknown,,,,Unknown,,Unknown,,,Art Therapy,,,,,,5.0,3,2026-02-18,outscraper,enriched_basic
Blossom Center for Integrative Psychiatry,blossom-center-for-integrative-psychiatry-alexandria-va,publish,gd_place,Therapist,"Blossom Center for Integrative Psychiatry (MD/Psychiatrist) in Alexandria, VA. Specializes in Anxiety, Child/Adolescent, Depression, Grief, PTSD/Trauma. Currently accepting new patients.","1737 King St Suite 330, Alexandria, VA 22314",Alexandria,VA,22314,US,38.8068999,-77.058695,(703) 543-9421,,https://blossomintegrative.com,,1737 King St Suite 330,MD/Psychiatrist,,VA,,"Anxiety, Child/Adolescent, Depression, Grief, PTSD/Trauma, Sleep Issues",,Unknown,,,,Unknown,,Yes,,,CBT,,,,"ma
  * Feeding and Nutritional Issues; MD !](https://doctor.webmd.com/doctor/weisheng-mao-b6b4396e-0d08-4b6c-9146-ac05396072e7-overview)",,5.0,3,2026-02-18,outscraper,enriched_basic
Loudoun Psychiatry Group,loudoun-psychiatry-group-sterling-va,publish,gd_place,Therapist,"Loudoun Psychiatry Group (MD/Psychiatrist) in Sterling, VA. Specializes in ADHD, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage. Accepts CareFirst, Cigna. Currently accepting new patients.","22611 Markey Ct Ste 114, Sterling, VA 20166",Sterling,VA,20166,US,38.9910826,-77.4506988,(703) 249-4828,,http://loudounpsychiatrygroup.com,,22611 Markey Ct STE 114,MD/Psychiatrist,,VA,,"ADHD, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, OCD, PTSD/Trauma, Perinatal/Postpartum","CareFirst, Cigna",Unknown,,,,Unknown,,Yes,,,,,,,"in mental health counseling; ms.
### Start Your Journey to Happiness",,5.0,5,2026-02-18,outscraper,enriched_full
"Dr. Mort E. Rubinstein, MD",dr-mort-e-rubinstein-md-new-york-ny,publish,gd_place,Therapist,"Dr. Mort E. Rubinstein, MD (MD/Psychiatrist) in New York, NY.","423 E 23Rd St, New York, Ny 10010",New York,NY,10010,US,40.7371823,-73.9767127,(212) 686-7500,,http://www.nyharbor.va.gov,,423 E 23rd St,MD/Psychiatrist,,NY,,,,Unknown,67.0,67.0,,Unknown,,Unknown,,,,,,,ms are deeply experienced and guided by the needs of Veterans,,,0,2026-02-18,outscraper,enriched_basic
"Alexander Kanaan, Psychiatric Nurse Practitioner",alexander-kanaan-psychiatric-nurse-practitioner-arlington-va,publish,gd_place,Therapist,"Alexander Kanaan, Psychiatric Nurse Practitioner (MD/Psychiatrist) in Arlington, VA. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","1005 N Glebe Rd # 525, Arlington, VA 22201",Arlington,VA,22201,US,38.8830471,-77.1156383,(703) 962-7605,,https://lifestance.com/provider/nurse-practitioner/va/arlington/alexander-kanaan/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dproviders,,1005 N Glebe Rd # 525,MD/Psychiatrist,,VA,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); MA 
  * Michigan; ma 
  * Oregon  ![Open](https://lifestance.com/wp-content/themes/lifestance-ws/dist/images/ico-plus_7357db",,5.0,13,2026-02-18,outscraper,enriched_full
"Shealyn Cyr, Psychiatrist",shealyn-cyr-psychiatrist-mclean-va,publish,gd_place,Therapist,"Shealyn Cyr, Psychiatrist (MD/Psychiatrist) in McLean, VA. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","1360 Beverly Rd #200, Mclean, VA 22101",McLean,VA,22101,US,38.9365525,-77.17868419999999,(703) 831-8300,,https://lifestance.com/provider/psychiatrist/va/mclean/shealyn-cyr/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dproviders,,1360 Beverly Rd #200,MD/Psychiatrist,,VA,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); MA 
  * Michigan; ma 
  * Oregon  ![Open](https://lifestance.com/wp-content/themes/lifestance-ws/dist/images/ico-plus_7357db",,4.8,25,2026-02-18,outscraper,enriched_full
